vani_index,sp_index,server_type,file_id,canto,chapter,text,prefix,display_name,speaker,category_name,category,encrypt_id
261,726,mega,AeVFUI7Z!gA_Wtg4X9jEIQjff5codkX9VKCM-B943gDKIsu4qpXY,3,25,24,SB 3.25.24,SB 3.25.24 Association of Devotees 24Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,jmwfanry
262,727,mega,MXdSAC4T!7wKiRMc1fmeiCVyzL-ltLxnpWkpaXWvUn3Mi-v2NVCU,3,25,25,SB 3.25.25,SB 3.25.25 Taste of Talks About Krishna 25Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,vrgfdybb
263,728,mega,wWtC3b4S!PN6Fgi-35rVUeCVV0Q6KXkU2gsw4A_bdIOSY2ckQwKo,3,25,26,SB 3.25.26,SB 3.25.26 Krishna Gratification 26Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,cwvofdoy
264,729,mega,hD0CgYxS!RZk7mJSOB7rETEFgklpILXM4vReTi6GNsGVczaFDdjw,3,25,27,SB 3.25.27,SB 3.25.27 World Is Under Misunderstanding 27Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,cuaenybu
265,730,mega,EWdQhSCK!-dpoBoPYr1CyBXvTqX2yNddSlCbIziQRbOaV3SNlg5E,3,25,28,SB 3.25.28,SB 3.25.28 You Must Go to a Guru 28Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,qatbyapb
266,731,mega,wKVBTCTA!P6-sd-fD249RKYqJy-FV5F6Dy4ZB87dhW_4M76BybLs,3,25,29,SB 3.25.29,SB 3.25.29 Understanding Highest Truth 29Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,lqfgbljz
267,732,mega,leMWGAZR!ryvjYynr1dc1id6UcqmalYek2j2pmNVh5cZ-wemQO8w,3,25,30,SB 3.25.30,SB 3.25.30 Understanding-Standing Under 30Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,qjqzqgha
268,733,mega,ZWtAGJqb!mtcREQQKH07RQ4RfBpHpVFs9YSU0iO8yrI3XblyPSmY,3,25,31,SB 3.25.31,SB 3.25.31 Hear About Krishna Submissively 1Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,shmmatxo
269,734,mega,wHFTgT5Z!oZeVIfse2aM4OrzgcEtRFcalV_jQ2s80dO4YX0MpJcI,3,25,32,SB 3.25.32,SB 3.25.32 From Degradation to Devotion 2Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,lmncgovt
270,735,mega,Eb11mRYQ!J8V-0gtYonpuI-4IJQNyyx2WJvVpJUv7bgwZRnVYTj0,3,25,33,SB 3.25.33,SB 3.25.33 How to Dissolve Our Suffering 3Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,iemcrwsq
271,736,mega,AGsUTTIC!syo3GiXRSkzPXTd5ZuqcC4eVA79R5NxY3uAmQWVrzrQ,3,25,35,SB 3.25.35,SB 3.25.35 Eager to Talk with Krishna 4Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,ytqvavda
272,737,mega,ADEDEKQZ!1fEnhFnSEZFVEcWVQ0QFa-MMGYDTqKIlgnVfcJu--XQ,3,25,36,SB 3.25.36,SB 3.25.36 The Lord Is Charming 5Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,beklopve
273,738,mega,MG1iVL5T!EbPnHKZyb1xABs0wUWfxGclZPwchXOKcvBtKAVtXsQg,3,25,37,SB 3.25.37,SB 3.25.37 The Devotional Position 6Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,zxiqsipu
274,739,mega,JfNj2YiJ!FfeoWhN9mpxe23wq4n_v55AZ_9AUWiYLbVVvKgO9YOg,3,25,38,SB 3.25.38,SB 3.25.38 Krishna's Service-Absolute Delight 7Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,pqsprzpx
275,740,mega,ZCUWQYha!zTOArl47YiolHglzrNYMHY_78DC2FJXgn6XcOVLe0wk,3,25,39,SB 3.25.39,SB 3.25.39 Take Krishna As Everything 8Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,bwkrotin
276,741,mega,0PFVjTwL!EpxGMThnwMqEvKv27xGD2GkCDPk6vUOMVrT-7YQi_Hk,3,25,41,SB 3.25.41,SB 3.25.41 Atheists...'Overbold' 9Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,hvhjtncw
277,742,mega,cS8wHYZY!z5kY9yFH6MMnOtDbr9D2pfqnX3EfkF9uj9lM4kxCack,3,25,42,SB 3.25.42,SB 3.25.42 Don't Take Krishna Lightly 10Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,vjaucmbm
278,743,mega,pKt1na6a!Pxw5PVGs9dg1nqRYnRwk_qf_7fnTfQJTEionXZzggQU,3,25,43,SB 3.25.43,SB 3.25.43 No More Fear 11Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,eddjjoak
279,744,mega,petQXSIB!8FQ9ZLDqAfzDvaWnGuRze-_olW2pQBuJ95SKewdUNds,3,25,44,SB 3.25.44,SB 3.25.44 No Water in the Desert 12Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,qxvevzqr
280,745,mega,ZLVmADYZ!Wjhxeyu1bRuOUCYOfREO0A2xmU8-P2qh8iXkbzCnyJM,3,26,1,SB 3.26.1,SB 3.26.01 Getting Uncontaminated 13Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,yiztlpyz
281,746,mega,4S0RTBhK!47Gvtyp14yz1R5-Tg6EHwTxidSsyJaKv-WbZ7Jyugu0,3,26,2,SB 3.26.2,SB 3.26.02 You Belong to Spiritual World 14Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,qxpecdld
282,747,mega,VTszlbga!sGc0AqysFwgA_-LY2cSpd8EHoYmgrjR0TAahHdQBHnc,3,26,3,SB 3.26.3,SB 3.26.03 Our Knowledge Is Not Knowledge 15Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,ilhjeztd
283,748,mega,dKsBSACB!wafHIJXRUN-qEY7lg4HGdWhrMSR0W4VRZDgtOqmkEAs,3,26,4,SB 3.26.4,SB 3.26.04 The Truth Will Set You Free 16Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,taiiwkyj
284,749,mega,AHsiCIjQ!Uxv0o1yN0B9kuwqD7kG4uvzwJzC97u6fwvObZEN75r8,3,26,5,SB 3.26.5,SB 3.26.05 Crazy Fellows and Colorful Life 17Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,jhhwfjii
285,750,mega,xe9lkTAR!Svz0tt25_XM3dnGgGrtnkgXns97yGxMVzmGBhpzmkIs,3,26,6,SB 3.26.6,SB 3.26.06 Atheistic Arrogance 18Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,iivfqnib
286,751,mega,kDMhASQK!QzO7jeEWMZsgxWn-ThfLHBrzkbQaCGrqrsolsp5Og04,3,26,7,SB 3.26.7,SB 3.26.07 Tangle of Material Happiness 19Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,tzeglbyt
287,752,mega,9WdnGDyZ!DyrzdyJyfaxQN57j1XnX37qW8wXVVjgIrKMIs7aUjDU,3,26,8,SB 3.26.8,SB 3.26.08 The Enjoyer Mentality 20Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,uiqsnpxr
288,753,mega,9Xc3nRza!wCXg1_lCug0d-nMCut5uP4t8oZcEnW7o5EMYfUOFRjA,3,26,9,SB 3.26.9,SB 3.26.09 Controlled Enjoyer 21Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,lagtprrp
289,754,mega,5LMhXCzJ!-XKFx9cchQrjTlB6Y6iC0Ku-jQ7CxxsWn8HNoQI6ZnE,3,26,10,SB 3.26.10,SB 3.26.10 The World--not God--Is Impersonal 22Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,elklilax
290,755,mega,NLF0HZoI!qPoxv3KcRvWzz5qcEm6W8KPtr751Z1VKOusun269fSs,3,26,11,SB 3.26.11,SB 3.26.11 Analyze the Trap...and Escape 23Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,oyhlfquu
291,756,mega,pf9ymBaD!5eKIqoSqkhDYkrWazC640dTkTTWj2mZj-Bm43rxG_CI,3,26,15,SB 3.26.15,SB 3.26.15 Maya Is Krishna's 24Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,tpjmdejf
292,757,mega,ZOsVFJ6Z!FnHSlZlsqBeHAJ8gas7_miQTcjsnN2qcRHsSo9Tho_Y,3,26,16,SB 3.26.16,SB 3.26.16 Fear--The Time Factor 25Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,tmjipukf
293,758,mega,hHF1jaYa!zPvx_oEPytljbNGCtr3uo6g0D0CF-RmFx0qpdLUQuMM,3,26,17,SB 3.26.17,SB 3.26.17 Don't Remain Asleep 26Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,fqjfdsuo
294,759,mega,dH0jiDRS!dMh7njJSdoxpSWR2H0p3p6x5NRaCVPHLm3InzEbKZng,3,26,18,SB 3.26.18,SB 3.26.18 United by Chanting and Dancing 27Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,jgyxwzvt
295,760,mega,cTNAxRqJ!P5EeeHCijuK2RAHg3Npk1G0FmK5wxdmhu6chOMKcrT4,3,26,19,SB 3.26.19,SB 3.26.19 This Society Needs Some Brains 28Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,nrqpvkhg
296,761,mega,pbsn1KjC!1RCyV_R0y4qreIVTItJeDRrCiZvaBdV0FAWfhaJdyLc,3,26,20,SB 3.26.20,SB 3.26.20 We're All Asleep 29Dec1974_at_BOM,sp,3rd canto,1. 3rd canto,ubtaukrv
297,762,mega,tGtFyYrK!uO7ztSeTS3rWBmSLW9XIBIyPRtczjzftU-1kGdphJjk,3,26,23,SB 3.26.23,SB 3.26.23 Slave vs. Revolting Mentality 1Jan1975_at_BOM,sp,3rd canto,1. 3rd canto,tluucpno
298,763,mega,VHcTCC6Z!92UsZ2NWVyzJkDWyAmm8kO_1jqSylI-2pnbSsCEn9vo,3,26,25,SB 3.26.25,SB 3.26.25 Secret of Satisfying Everyone 2Jan1975_at_BOM,sp,3rd canto,1. 3rd canto,sixaotdw
299,764,mega,EKlzkKaA!DZzcXkv93CztlB8Xwlmnx3XHN8hL686rQdbJOHntolw,3,26,26,SB 3.26.26,SB 3.26.26 Breaking Our Karmic Chains 3Jan1975_at_BOM,sp,3rd canto,1. 3rd canto,izdsirjy
300,765,mega,wSt1xJBa!tl9a9ztPy7YTb4miY9xcR9w2yHg4XuV17NaOJu_6ab0,3,26,27,SB 3.26.27,SB 3.26.27 Controlling the Uncontrollable 4Jan1975_at_BOM,sp,3rd canto,1. 3rd canto,zjbfqtpm
301,766,mega,gKMiAYwa!C8LaJkEjBUM896dUGxfCg6dfdyvIzGzagzC-3W989To,3,26,28,SB 3.26.28,SB 3.26.28 Centering the Central Sense 5Jan1975_at_BOM,sp,3rd canto,1. 3rd canto,uawpnfdo
302,767,mega,YbMFCDjY!v6t94aoDxUQSLGkYJJMuKg6rjzC_YXpPsR_1_dxu8zE,3,26,29,SB 3.26.29,SB 3.26.29 This Body Is Imitation 6Jan1975_at_BOM,sp,3rd canto,1. 3rd canto,mtpztnwj
303,768,mega,JbExXZRT!7caKgFIyz5aVBFv3SY8tVAqaOZX7euweOPqkWW_GcjI,3,26,30,SB 3.26.30,SB 3.26.30 We Should Have Firm Faith 7Jan1975_at_BOM,sp,3rd canto,1. 3rd canto,akjqjvuz
304,769,mega,tGNDwbqS!3wS11s22IXVALWT3YXH_U3XChgFzjubZ-OFreiCJ_UM,3,26,31,SB 3.26.31,SB 3.26.31 First-class Yoga 8Jan1975_at_BOM,sp,3rd canto,1. 3rd canto,ckvcxgfr
305,770,mega,JHNS1aAS!H0Po2XKMyHCnGcxUiVAyneqhT2fOWPzWdFeygq28-kY,3,26,32,SB 3.26.32,SB 3.26.32 Creation--Sound Explanation 9Jan1975_at_BOM,sp,3rd canto,1. 3rd canto,usljjkvp
306,771,mega,seMgxYKI!_qv_onqYBNR1Ef2vy3nucJAXo9Ug-hkHCelwFthRRHg,3,26,34,SB 3.26.34,SB 3.26.34 Passing Life's Final Examination 11Jan1975_at_BOM,sp,3rd canto,1. 3rd canto,fehbspgm
307,772,mega,he0kVAhQ!QzwBOf3niApAwc0QBMC3PbWjPR3XYwZCbok0nxlO5_w,3,26,35,SB 3.26.35,SB 3.26.35 Tolerance of Matter's Touch 12Jan1975_at_BOM,sp,3rd canto,1. 3rd canto,nzfstajw
308,773,mega,0WNiUaoR!To5YcyjeXbnlx33Gdj_Hs6OKA8zQc08zHx06P-2v4P8,3,26,39,SB 3.26.39,SB 3.26.39 Forest Fire of False Ego 14Jan1975_at_BOM,sp,3rd canto,1. 3rd canto,pjqnffrj
309,774,mega,QH9XSRzY!NcEV0kgt4KpJ93OXYX_MOrsNAgy2zSCeJ2C_Sm7QNoI,3,26,40,SB 3.26.40,SB 3.26.40 Study Krishna Analytically 15Jan1975_at_BOM,sp,3rd canto,1. 3rd canto,jzenezqp
310,775,mega,oX8WCCCb!Ri3B5HMDgHzRlGAB9AUvEZBcnVDV-A9AFCYPe6LLFv0,3,26,41,SB 3.26.41,SB 3.26.41 Working of Universal Machinery 16Jan1975_at_BOM,sp,3rd canto,1. 3rd canto,xkemxytk
311,776,mega,wXVjmA7K!fVFfFCbT6QDM5Br0bQEppGcfdsxojA2UJa6Fl7By5hk,3,26,42,SB 3.26.42,SB 3.26.42 Universal Mixer & Taste Maker 17Jan1975_at_BOM,sp,3rd canto,1. 3rd canto,tmzcvnpv
312,777,mega,sb1ARAAI!TgG78fm2oCTg5VQsvy1jyhN3D9gEZIAq3YJu698Pkq8,3,26,43,SB 3.26.43,SB 3.26.43 Refreshment for Parched Mind 18Jan1975_at_BOM,sp,3rd canto,1. 3rd canto,mpeqsrco
313,778,mega,0WMhmLxK!m9bZpOEJxxgnd9G65PEDu70ZaM-jtfOSN0ai0hwFdls,3,26,44,SB 3.26.44,SB 3.26.44 Pure Love 19Jan1975_at_BOM,sp,3rd canto,1. 3rd canto,vdlclxsw
314,779,mega,RX1iiTba!5Kyq7T5YZL_7W0Brr9kUmNW6LDCwXzBbErb_ExmjkKw,3,26,45,SB 3.26.45,SB 3.26.45 Transcendental Transaction 20Jan1975_at_BOM,sp,3rd canto,1. 3rd canto,ntvejyzl
315,780,mega,0fsxSZBB!3p_CpEbzbXeLMDrtdPGhiLLLdhvGdi6jgpIosW7AIQk,3,26,46,SB 3.26.46,SB 3.26.46 Putting Krishna in His Place 21Jan1975_at_BOM,sp,3rd canto,1. 3rd canto,xhuneehl
316,781,mega,YetQxTDJ!xuYvXZj-JIqigigtXtmh-PyOAqXAUW8fD7LZBpld6aM,3,26,47,SB 3.26.47,SB 3.26.47 Dead Sound--Living Sound 22Jan1975_at_BOM,sp,3rd canto,1. 3rd canto,hhyudfae
317,782,mega,tO8UFa5J!xRm2X7FZp9ftBbt2CbIjrDe7X2xkMG_ZIiQf24hhMAM,3,28,1,SB 3.28.1,SB 3.28.01 The Path to Permanence 1Jun1975_at_HON,sp,3rd canto,1. 3rd canto,uqxrdrql
318,783,mega,xftlHLIS!_SdHNaxUgV-3n7oZEJXdb93txa_XlMCd5MiKY1CUaBs,3,28,17,SB 3.28.17,SB 3.28.17 I Must Love Krishna 26Oct1975_at_NAI,sp,3rd canto,1. 3rd canto,jembryjb
319,784,mega,AGESSJxK!N50faJ3TyRy1Of4QgqC3dS-CeBGbspgwFR3W0ncHgPA,3,28,19,SB 3.28.19,SB 3.28.19 Krishna's Impression in Heart 29Oct1975_at_NAI,sp,3rd canto,1. 3rd canto,nlggjbto
320,785,mega,hSUHWJaL!157_WOPTuNAVeckCVjwJUxhzlJW652XaFSGh-E3rIi4,3,28,20,SB 3.28.20,SB 3.28.20 A Most Moving 'Statue' 30Oct1975_at_NAI,sp,3rd canto,1. 3rd canto,fuhbovwy
321,786,mega,tL9BETaC!4WjkNJcs1Nu3Rh6InApiA5pgYGHnBu_tB5h6ljELLNw,3,28,21,SB 3.28.21,SB 3.28.21 Why Pay Electric --etc 1Nov1975_at_NAI,sp,3rd canto,1. 3rd canto,pcpcotpf
322,837,mega,UK0HEBiC!BRwT21eM1zgD8TPnyI2E_ZRaz2PKYX9j4_oqVfdmJmg,6,1,1,SB 6.1.1,SB 6.1.01 Saving the Independent from Hell 8Jun1975_at_HAW,sp,story of Ajamila,2. story of Ajamila,qhkfhcxk
323,838,mega,dTEQgbiA!7F_E0aWjGFzer6HzCbZNHiwU9VEtzNOeQVlf5_p2-ws,6,1,1,SB 6.1.1,SB 6.1.01 What to Do About Death 20May1975_at_MEL,sp,story of Ajamila,2. story of Ajamila,otzquuxb
324,839,mega,lPdxBSyS!A99iH4jpibnYehdvCjcF5ZcjNXq2BbnEr5F-Ya-KtkI,6,1,1,SB 6.1.1,SB 6.1.01 Serve the Divine or Designations 21May1975_at_MEL,sp,story of Ajamila,2. story of Ajamila,ryrkaawo
325,840,mega,oLk3BZIS!jR5vSliDE-OPSvOM-KtLWbivcHjbwJgU7ORRPckMKAc,6,1,1,SB 6.1.1,SB 6.1.01 Hog's Life- Eat Any Damned Food 22May1975_at_MEL,sp,story of Ajamila,2. story of Ajamila,bhvodkie
326,841,mega,QH8DxbhT!_mK7XzwTCdo1BHGc2AYEbyt9hQRvceGuX4m2yVntFa8,6,1,2,SB 6.1.2,SB 6.1.02 Know Krishna...or No Way Out 6May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,ultruurr
327,842,mega,sSMzDZJI!qQFzDyUtcVhMs32GKorJZ4_lPfF0dCgzJM-r-UziBRU,6,1,6,SB 6.1.6,SB 6.1.06 Saving the Independent from Independent Hell 8Jun1975_at_HON,sp,story of Ajamila,2. story of Ajamila,yxiszvmk
328,843,mega,9ftB3LBZ!HAOQvqVfzzjbWT2stqCt4GHy4LqfSbsD60Pfgf55BFM,6,1,6,SB 6.1.6,SB 6.1.06 Saved from Severe Punishment 7May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,bqyrszia
329,844,mega,0PFDyaqK!SVrCOTcdTzTpr21ZjtnjYv9lxyXhCmKMAB73uqbV5xM,6,1,6,SB 6.1.6,SB 6.1.06 Cleansing Away Our Criminality 5Jan1976_at_NEL,sp,story of Ajamila,2. story of Ajamila,iaplmbtn
330,845,mega,IOEFATrY!gl1AMGQoYUeHUIzeA4_VQt5eqJm38rdZtFDXYXOfvqs,6,1,7,SB 6.1.7,SB 6.1.07 The Perfect Sympathizer 15Jun1975_at_HON,sp,story of Ajamila,2. story of Ajamila,noyycwpn
331,846,mega,5G8mhIza!YPxECJZJG5rAC-lVrtZToHaCX56XaGd_Jv-G6Uu9q9c,6,1,7,SB 6.1.7,SB 6.1.07 Why Are There Varieties of Life 8May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,zhetjtrz
332,847,mega,wbFThSbT!gNJ6nU3ZR7jHpWYtj90ue_k4rDBkv4tatHVVcmp0SO0,6,1,8,SB 6.1.8,SB 6.1.08 The Only Hope 9May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,abryyktx
333,848,mega,4LMTzZYb!2UWTzv1l_KKhaDZDcnCJGl8U91sNYM5eYiCNJM6V3II,6,1,8,SB 6.1.8,SB 6.1.08 A Vaisnavas Concern 21Jun1975_at_LA,sp,story of Ajamila,2. story of Ajamila,wvmxhdzj
334,849,mega,wCFHxAob!wCFRbCN31RMSG6Ba1aESxTRL7TOGrrExQdS92h3PVE4,6,1,8,SB 6.1.8,SB 6.1.08 Krishna Is Everyone's-Therefore I Have Become Everyones 22Jul1971_at_NY,sp,story of Ajamila,2. story of Ajamila,rrqvuqag
335,850,mega,ACkkkYqD!iFzpylBSiYxJV8sNJO2ugPSap_fq_WnS5f-xAFSdfV0,6,1,9,SB 6.1.9,SB 6.1.09 I Don't Wish to Die --Can You Help 10May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,yrijzcuk
336,851,mega,kWNUQbCb!finda1aB15Q59hebHy5wOJc62Q1jVm0SrS-PxBqFjj8,6,1,9,SB 6.1.9,SB 6.1.09 Devotional Desire 7Jan1976_at_NEL,sp,story of Ajamila,2. story of Ajamila,ahrfwtrb
337,852,mega,JKkR2CrS!x1FFPDHio-A-H6xVfR_IlCWsRdQpaSFiAbmVCQpTJz8,6,1,9,SB 6.1.9,SB 6.1.09 Heinous Proposals - Heinous Habits 24Jul1971_at_NY,sp,story of Ajamila,2. story of Ajamila,uthjtiwt
338,853,mega,dOlhFDRS!u6REzSaNhBk9Xo2jx9dreLN0RXPf0CcoTydY4WQFTfE,6,1,10,SB 6.1.10,SB 6.1.10 There Is No Culture & Education 11May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,tbvvjvot
339,854,mega,MC8EkAgL!3oKhlEczFfSLYYl0icdrw4p6BRhBFQaoB53zqL7L4LI,6,1,10,SB 6.1.10,SB 6.1.10 No Heart Free of Dirt 23Jun1975_at_LA,sp,story of Ajamila,2. story of Ajamila,luxtyqfn
340,855,mega,0LsHAIjI!Isg-gNL9nscHs5Sh8tD-SmcsA8UxtUU13xwCZrEjapQ,6,1,11,SB 6.1.11,SB 6.1.11 Real Reform School 12May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,fihnkeuv
341,856,mega,NC92wCKZ!bSH-2rYBy1apPXSSvAeJx5_XF2F7J_Jux1Lge7KS11k,6,1,11,SB 6.1.11,SB 6.1.11 Karma and Again-and-Again Cures 15Jul1971_at_NY,sp,story of Ajamila,2. story of Ajamila,tiismvda
342,857,mega,cS1gwQ5a!g4uaI5j_Pfms6MtQoYRGB2ilZjUCLfNQ9UJY90XSDx0,6,1,12,SB 6.1.12,SB 6.1.12 How Can One Become Civilized 13May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,lfrtyayc
343,858,mega,EPMzxJZS!qFfAudxrGmmZgz3lo_RzjuJNjG6ePmbgr1sVZqXJxsg,6,1,12,SB 6.1.12,SB 6.1.12 Vedic Culture vs. Industrialism 9Jan1970_at_LA,sp,story of Ajamila,2. story of Ajamila,bdzczuzu
344,859,mega,tPEGUSzK!E0Bj0jCLGAxKH2m3tpu8wYn5AcUAuOI5ZumCbBjQ5Xs,6,1,12,SB 6.1.12,SB 6.1.12 Repent Sinners--How 25Jun1975_at_LA,sp,story of Ajamila,2. story of Ajamila,hhfwkfkq
345,860,mega,oHkl0D6B!7p7NUUCoCwr44zG5KGAzAGLuySzHoBLQ7LqUDJFCNu8,6,1,13,SB 6.1.13,SB 6.1.13 God is not a Petty Thing 26Jun1975_at_HON,sp,story of Ajamila,2. story of Ajamila,epykggza
346,861,mega,tblijCqR!feNmDwDzSnAyiFqRVeDJPt9nYS8_j7ueJF4Je1Zu_RQ,6,1,13,SB 6.1.13_14,SB 6.1.13_14 Sex and the Sober 14May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,qmtbgfug
347,862,mega,lSlAgJpZ!pU8a8i1kdCKt0ri657mbnjudwUjY70O3-NWyI7MA9WM,6,1,15,SB 6.1.15,SB 6.1.15 The Whole Material World is --etc 28Jun1975_at_DEN,sp,story of Ajamila,2. story of Ajamila,edaomtdu
348,863,mega,MSNj0ByY!9tuB0B8hMSg6mbLgs5STOIwSFalrGiygQujLCiF0V5w,6,1,15,SB 6.1.15,SB 6.1.15 Understand Krishna-Be Liberated 3Aug1971_at_LON,sp,story of Ajamila,2. story of Ajamila,oebjyxwv
349,864,mega,Qf9gmCbI!oWr-odTU9Hx2uq7EluhNIO4FNMmIdqhdNqSseHE8JSU,6,1,15,SB 6.1.15,SB 6.1.15 Liberation by Pure Understanding 8Jan1976_at_NEL,sp,story of Ajamila,2. story of Ajamila,uszdepec
350,865,mega,dW0yibzQ!kJ9WvfbmPkR_JZEpZG716yHTf9TYDENSTz-tjvJZKPk,6,1,16,SB 6.1.16,SB 6.1.16 Mercy of the Spiritual Master 16May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,lyvoeqlu
351,866,mega,tC9zHaJT!vXh8t-lyN3BxIg5YNkj66LTTpc_cUkbmwg_nNcm-INw,6,1,17,SB 6.1.17,SB 6.1.17 Who Is a True Christian 30Jun1975_at_DEN,sp,story of Ajamila,2. story of Ajamila,mzdmxlem
352,867,mega,hDNwjRzJ!xK8iU6S0S6wdgWkYtcm1avZCZc3KMXdqj_PeqFRzT7w,6,1,17,SB 6.1.17,SB 6.1.17 Happiness--Dance With Krishna 17Jun1975_at_HON,sp,story of Ajamila,2. story of Ajamila,pxqsysxz
353,868,mega,8fdQBLxT!mBTfaeBktoHUB2T3EsLpK6ZtGxUa0Eo2Xc209GgOUY0,6,1,18,SB 6.1.18,SB 6.1.18 Prasadam Krishna's --etc 1Jul1975_at_DEN,sp,story of Ajamila,2. story of Ajamila,ppclpdwd
354,869,mega,UTlGCJiI!Viu0NJJSA5BQgKFp9beblRU5aDQ7UMAyAfleWpR4p2U,6,1,18,SB 6.1.18,SB 6.1.18 Everything Here Is Punishment 18May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,bqkwlglb
355,870,mega,1DV1xKSQ!ATVvKYsn53jIbdJmNsigfSJ1Jel4gLB8TLZMtsIugsY,6,1,19,SB 6.1.19,SB 6.1.19 Pure Profit 1Jul1975_at_DEN,sp,story of Ajamila,2. story of Ajamila,sshvypjh
356,871,mega,FT8DRZ7I!k06PV-lsAUPTROG3Ji_1AYKI6FXtRnhCiPnZT_cD-Ak,6,1,19,SB 6.1.19,SB 6.1.19 Barking Like a Dog 19May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,nhsrftjp
357,872,mega,pXcnHbZT!bHq0ZaGlp_MiUudPZWCBJQqTB7TrV6N0rovE_4mARO8,6,1,20,SB 6.1.20,SB 6.1.20 Crime-Why and What to Do 4Jul1975_at_CHI,sp,story of Ajamila,2. story of Ajamila,efwulhhq
358,873,mega,IGEW3a6a!RZbwaYQq-qiwPSMbMYcZK6A9IrPJabqPyEG8Oy57vDQ,6,1,20,SB 6.1.20,SB 6.1.20 Wasting Human Form of Life 20May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,jzejbddq
359,874,mega,Na8g1ZZT!YsGGr9vFz7c3Gc3U3QHNLbfJ-1_x3JFiMD5_rzvbX3Q,6,1,21,SB 6.1.21,SB 6.1.21 How to Prevent Crime 5Jul1975_at_CHI,sp,story of Ajamila,2. story of Ajamila,oktlktjn
360,875,mega,4SMRRKLJ!8KTV-0hWsSEb4fdJ1oscR5DtsvA0orNGyI1_MkUDgz4,6,1,21,SB 6.1.21,SB 6.1.21 True Guru 21May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,nrpsprkm
361,876,mega,RSVDlKwB!I72uET6W3C7lLp33o5BQ5NDkt3NfzwE3GjIa8WWP67s,6,1,21,SB 6.1.21,SB 6.1.21 Purity Made Easy 17Jan1970_at_LA,sp,story of Ajamila,2. story of Ajamila,eazdzcbk
362,877,mega,lakwgTrD!JzXMi48JZTZzuUKcFpAAmzq2rsFFyD-jT1alyId0InI,6,1,22,SB 6.1.22,SB 6.1.22 Fifth Class Education... --etc 6Jul1975_at_CHI,sp,story of Ajamila,2. story of Ajamila,hwoygbhf
363,878,mega,5C9VCCiY!7Zoe57Xh8lYXkal-WWgBxv7FTlIviB6kEiU-Vekw3go,6,1,22,SB 6.1.22,SB 6.1.22 Dancing-dog Guru Will Not Help 22May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,hphjydio
364,879,mega,1SsySKLa!mmP1KJHHj3EJckTpEEjrWgTH-ePl9N8Lkvm5mOGU5Sc,6,1,23,SB 6.1.23,SB 6.1.23 Time and Tide Wait for No Man 7Jul1975_at_CHI,sp,story of Ajamila,2. story of Ajamila,ilfmsglh
