vani_index,sp_index,server_type,file_id,canto,chapter,text,prefix,display_name,speaker,category_name,category,encrypt_id
138,,drive,10IIqluN4LH5Jji-3CIpMPLP-GHZOYmbl,,,,,08-035-Realisations On The Banks Of Ganges-SF-dt_08_04_13.mp3,hhrnsm,personal hearing,2. personal hearing,uhjyoojg
139,,drive,10KoQHg2NXaz9_Gr58zZoqY7kPw9OM_44,,,,,96-102-Forest Of Material Enjoyment -SB_5_14_19-dt_96_04_01.mp3,hhrnsm,personal hearing,2. personal hearing,pfnlbegf
140,,drive,14drpFdhlT1BBkAhy4YQr9sPnV1f0IP4B,,,,,Story of Radha Gopijanavallabh-02.mp3,hhrnsm,personal hearing,2. personal hearing,mhjwfuey
141,,drive,15UqHfSDY1nEQaqjzppG9DEDIPuBWVFNw,,,,,11. Teachings of Bhaktivinode Thakur - II.mp3,hhrnsm,personal hearing,2. personal hearing,pzynflld
142,,drive,17uzXSG5dxIs6YVIU-aop76D3Vz3wUtQ6,,,,,SB 4.2.1.1- Radhanath Swami - 30-10-2009.mp3,hhrnsm,personal hearing,2. personal hearing,rpdonept
143,,drive,188uKwqQ_797APjBHu8kqmtpv2YknZepA,,,,,97-020-Never Offend Devotees (Mumbai)-SB_4_30_8-dt_97_01_23.mp3,hhrnsm,personal hearing,2. personal hearing,wuvvqlsl
144,,drive,18tnlXL2mu9WyShPs0acQ3vNBI6QByuN-,,,,,11-01-09_SB-09-10-29_-_Parallels_Between_Vidura_Prahalada_And_Vibhisana_-_Radhanath_Swami_ISKCON_Chowpatty.mp3,hhrnsm,personal hearing,2. personal hearing,wlwqaqkb
145,,drive,1CNi-iYmHgfT2u4w-JwyI87VkQ20bbwTY,,,,,"10. Teachings of Bhaktivinode Thakur - I, 23.12.01 Mumbai.mp3",hhrnsm,personal hearing,2. personal hearing,pwieddbv
146,,drive,1EijgcS02FjQaLVpDkgUHjmGcqm5dNZBR,,,,,09-PU10-SB_5_13_23 Jada Bharat Extra Cautious In His DealingsHH RNS-YT_PU-dt_09_01_26.mp3,hhrnsm,personal hearing,2. personal hearing,egvkkuki
147,,drive,1ekexDA17WukPiomQNuP1k3NJMll8Ch-l,,,,,08 Real Problems Real Solutions- Message of Bhagavad Gita to Youth (HH Radhanath Swami) 10-12-05.mp3,hhrnsm,personal hearing,2. personal hearing,hhkpzmmm
148,,drive,1GICWd-4CmWbYOlimnlnNkZ3lGLD0IUqK,,,,,00 - Obey Your Spiritual Master.mp3,hhrnsm,personal hearing,2. personal hearing,igflnhdc
149,,drive,1hflPFJqBHGTBpbfB9SqUAfVPtrkcwSN8,,,,,07-045-Become Tolerant Like A Tree-SF-dt_07_10_07.mp3,hhrnsm,personal hearing,2. personal hearing,egcxcdpk
150,,drive,1iSJefVDRA8izD6bRRLA4A2IPV7OURRYL,,,,,06 Destroying the Ravana Within (HH Radhanath Swami) 15-10-05.MP3,hhrnsm,personal hearing,2. personal hearing,agsrwift
151,,drive,1k4EXUw1uVI4Os6lou3u5QFc6ngi3mhA-,,,,,07-067-No Substitute For Maturity & Realisation-SB_7_2_35-dt_07_12_22.mp3,hhrnsm,personal hearing,2. personal hearing,evkplgjq
152,,drive,1m-YLrXx3i2UaiHMYC1TD4gwb-V20dSFW,,,,,08_Responsibility_Lecture_London_-_August_2005_IDesireTree.mp3,hhrnsm,personal hearing,2. personal hearing,hfclnvjk
153,,drive,1rl05sSywzEAdTHnLE4aw-yaBUYLMyr6s,,,,,11-036-The Power Of Intentions 99th Prerna-PR-dt_11_11_19.MP3,hhrnsm,personal hearing,2. personal hearing,tsngradr
154,,drive,1vQNsAQx8co78nPRCpV4MZC9z82H6kldx,,,,,05-017-Detach Yourself from Sense Gratification (Mumbai)-SB_5_5_4-dt_05_02_05.mp3,hhrnsm,personal hearing,2. personal hearing,rjzytvtz
155,,drive,1x0XDXv3lNkSq25wYOlMQNPU1rPh0UzPG,,,,,00 - The Correct Anchorage.mp3,hhrnsm,personal hearing,2. personal hearing,xezmjbnu
156,,drive,1XIML86CjrGAlwnIeHEqn1ES_8wPTRxVq,,,,,06-029-Tune Your Mind to Krishna Channel-SF-dt_06_08_13.mp3,hhrnsm,personal hearing,2. personal hearing,lzutayok
157,,drive,1Xj22UAOcbL9hM-bJmbUYXaj86NvZbHhL,,,,,08 Glories of Bhakti Siddhanta Saraswati.mp3,hhrnsm,personal hearing,2. personal hearing,lvisoghj
158,,drive,1YWBx0uroLzYBXj9HS4uJXTVG0oADhLKA,,,,,09-PU08-SB_5_13_25 Mundane Philanthropy Versus Spiritual Compassion HH RNS-YT_PU-dt_09_01_25.mp3,hhrnsm,personal hearing,2. personal hearing,dhleobqb
159,,drive,13HxfmyGQ16yRUpN3qcSe0tN3eeJ5lDdQ,,,,,08-002-Art Of Mind Control (Mumbai)-SB_7_2_47-dt_08_01_05.mp3,hhrnsm,PM series,3. PM series,tfmnbqfn
160,,drive,15zmabWrCN3zUnbD1gNutUSy_Dq2Qjg7L,,,,,09-005-Surrendering To Krishna's Plan-SB_7_10_60_64-dt_09_01_11.mp3,hhrnsm,PM series,3. PM series,egacdbop
161,,drive,1avjpu6OOEXKfG7ZsG1jC199y4avBX36v,,,,,08-055-Why Be Servant Of The Servant-SB_7_9_42-08_11_16.mp3,hhrnsm,PM series,3. PM series,ekfxzltr
162,,drive,1FXTf1Rf-kOkSs-BbRbToPUBofiMeyBja,,,,,08-063-Following In The Footsteps Of Great Devotees-SB_7_10_03-dt_08_12_03.mp3,hhrnsm,PM series,3. PM series,vztiamal
163,,drive,1imkLEIHP8O058bA3xS9Jw0JHjP7z_aIw,,,,,07-060-Taking Care Of Details-SB_7_2_14-dt_07_12_09.mp3,hhrnsm,PM series,3. PM series,omgwulsx
164,,drive,1iunxqC5SI0eStfQgBU9eCVbQc8fGgJd5,,,,,08-066-Through Higher Taste Lose The Tendency To Criticize-SB_7_10_30_33-dt_08_12_28.mp3,hhrnsm,PM series,3. PM series,optxhwzf
165,,drive,1jy9-haOi3JXxvdHpfe6l7x6wsDO2Ru4j,,,,,08-004-Stop Dreaming Wake Up (Mumbai)-SB_7_2_48-dt_08_01_06.mp3,hhrnsm,PM series,3. PM series,nggzwgpv
166,,drive,1lXjiLDbWff8_fTe0DV_wcs6IhwPRMfw7,,,,,08-016-Love Me Love My Cows (Mumbai)-SB_7_3_13-dt_08_01_19.mp3,hhrnsm,PM series,3. PM series,kqzdalli
167,,drive,1mbH8FZk9cdZ6-1KmMnKLGIeh_5uzl_OS,,,,,07-062-SB Class by HH Radhanath Swami-SB_7_2_23-dt_07_12_15.mp3,hhrnsm,PM series,3. PM series,iiixdpmi
168,,drive,1oS8sk52i-60zVB2nHHUO7BO9vLnpU9aZ,,,,,08-051-Accessing Mercy Through Humility-SB_7_9_26-dt_08_10_12.mp3,hhrnsm,PM series,3. PM series,hvrevbnw
169,,drive,1pFTLHoRQ6RAFWFfF2OGRWVvKphYqneLT,,,,,07-032-Krishna Protects Meek & Humble-SB_7_9_8-dt_07_04_29.mp3,hhrnsm,PM series,3. PM series,vfmshoxd
170,,drive,1Pj7hDBCRjlBs7tccdrNNoP_5eGlLkjbG,,,,,08-025-Who Is A Vaisnava-SB_7_4_33-dt_08_03_08.mp3,hhrnsm,PM series,3. PM series,rjerdjls
171,,drive,1QE0unmQO_SdK2kJNENncxMtZ-8H0LQL0,,,,,08-050-Stop Chasing Illusory Happiness-SB_7_9_25-dt_08_10_11.mp3,hhrnsm,PM series,3. PM series,sijowdqz
172,,drive,1qwtCRBa68xXRW17CgQcRlfAD8wVRedLn,,,,,08-065-Fearlessness Comes By Total Surrender Unto Krishna-SB_7_10_27_29-dt_08_12_27.mp3,hhrnsm,PM series,3. PM series,rqlbmjbc
173,,drive,1r46wXW8d9C3bPQoZ8C5jw9po11ENj2vz,,,,,07-072-Humble Service Attitude Transforms Knowledge To Realisation-SB_7_2_42-dt_07_12_30.mp3,hhrnsm,PM series,3. PM series,ccrkorny
174,,drive,1SaU4_6MvET1xD7QYJDyfW73zDBisy8Zi,,,,,08-061-A True Love Story-SB_7_9_51-52-dt_08_11_26.mp3,hhrnsm,PM series,3. PM series,ivuukdtd
175,,drive,1txL3RWp_8lCZkzuRhV5dkAFnW5lrkzgB,,,,,08-009-Anomalies Of Modern Civilization (Mumbai)-SB_7_2_59_60-dt_08_01_12.mp3,hhrnsm,PM series,3. PM series,hkwpvmrp
176,,drive,1wSwOS54mQAkIVpLxruXKjdZhEsCdC1lC,,,,,09-004-Misery Is For Everyone-SB_7_10_52_59-dt_09_01_10.mp3,hhrnsm,PM series,3. PM series,olngrtvo
177,,drive,1Y61iXINuGTEzFn4m44GNIkTYUPkD8xTH,,,,,07-053-Time Factor Activates Modes Of Nature-SB_7_1_12-dt_07_10_28.mp3,hhrnsm,PM series,3. PM series,grcosygc
178,,drive,1Y6G0jzWrCwBUyWlzAB6NbAYKfLFRvw84,,,,,07-054-HHRNS-SB_7_1_44_46-dt_07_11_25.mp3,hhrnsm,PM series,3. PM series,kmjopgmq
179,,drive,1yytqFJ95InOtYKUdaW-IuNS89sKcNk3a,,,,,08-058-Extending Prahlada's Compassion-SB_7_9_49-dt_08_11_23.mp3,hhrnsm,PM series,3. PM series,ymbzsezx
180,,drive,13FVky-OZmX-EBjm7EhNb8QpL4FKodrO-,,,,,07-006 Final (Mumbai)-SB_6_8_16_17-dt_07_01_20.mp3,hhrnsm,VC series,4. VC series,lsdhrlia
181,,drive,13wl2t0DJfoC3HGegKlmnmvB3FwjAPHLn,,,,,07-004-Learn to Serve All Good or Bad (Mumbai)-SB_6_7_37_38-dt_07_01_14.mp3,hhrnsm,VC series,4. VC series,wfkjgraa
182,,drive,16MNMB95QhgkvH0xbIlJKaFUk94VzADEe,,,,,07-010-SB Class (Mumbai)-SB_6_9_38-dt_07_02_18.mp3,hhrnsm,VC series,4. VC series,yvfowati
183,,drive,16SBPZYfMBrpEhMKzO78kMBqe1Z2_G8Hf,,,,,07-037-Cultivate Absorbtion With Service Atitude-SB_6_14_6-dt_07_05_06.mp3,hhrnsm,VC series,4. VC series,ptjzacsk
184,,drive,1MMXOI-lij1XjWIQLd4QjQJfSNc54NfsA,,,,,07-007-SB Class (Mumbai)-SB_6_8_18-dt_07_01_21.mp3,hhrnsm,VC series,4. VC series,gdqqtcwo
185,,drive,1n03Dpm3YktC-inoHoJ8khT5JEdd7WxVn,,,,,07-022-We Must Cultivate Proper Desires(Mumbai)-SB_6_10_1-dt_07_03_11.mp3,hhrnsm,VC series,4. VC series,bsjkiyyp
186,,drive,1nfJRLTZTEvQhqDG6yc_oC9JTeKeFo9Oh,,,,,07-012-Krishna's Lotus Feet is the Real Shelter (Mumbai)-SB_6_9_43-dt_07_02_24.mp3,hhrnsm,VC series,4. VC series,xjrmvwbi
187,,drive,1NZamhoqSQhPDHOdwyns8ltyl1LI5vKwe,,,,,07-013-Miseries are Krishna's Wake Up Call (Mumbai)-SB_6_9_44-dt_07_02_25.mp3,hhrnsm,VC series,4. VC series,lurjqsic
188,,drive,1t5i3_AOS3DhGD1LGYt0c2YdWrefhhrsB,,,,,07-036-Charateristics of Pure Devotional Service-SB_6_14_5-dt_07_05_05.mp3,hhrnsm,VC series,4. VC series,vzormfro
189,,drive,1Wpxy5T8qzBT3qOfARzcAer0afy3ah7HQ,,,,,07-041-History Behind Vrtrasura's Greatness-SB_6_14_7-10-dt_07_05_09.mp3,hhrnsm,VC series,4. VC series,nantieav
190,,drive,1XXlIy_srlMqDsCBUqYvpNMLtsj2hetJs,,,,,07-001-Morning SB Class (Mumbai)-SB_6_7_24-dt_07_01_07.mp3,hhrnsm,VC series,4. VC series,bgmudcpu
191,,drive,1yLiqXoowtlUSKOm7Xek3-U8qXM4HET94,,,,,07-030-Do Not Mistreat Anyone-SB_6_14_1-dt_07_04_28.mp3,hhrnsm,VC series,4. VC series,jkyuecsb
192,,drive,14GgGWYPm9hC95atcjNKLEIvzK78WhxKH,,,,,09-034-Krishna Is Always Grateful-SB_08_03_01-dt_09_08_23.mp3,hhrnsm,GM series,5. GM series,tcfadxya
193,,drive,16r40WeXWqWALyuUOkGmmJROjbwIdE02W,,,,,09-038-Forgetting Krishna The Greatest Crisis-SB_08_03_06-dt_09_08_30.mp3,hhrnsm,GM series,5. GM series,wcrtzqpq
194,,drive,1AjsFdE9YTVrR7X7zx8zJ5oEFCp1SMhSF,,,,,09-045-Accept Reversals Gratefully Without Getting Disturbed (Mumbai)-SB_08_04_2_4-dt_09_09_27.mp3,hhrnsm,GM series,5. GM series,snbamhvh
195,,drive,1D9C_i-7eqTMKpG1eg1hskp0hdDXVQ5fB,,,,,"01 Maya Traps The Puffed Up (SB-5_13_23, Mumbai) 07-09-05.MP3",hhrnsm,GM series,5. GM series,qshafuci
196,,drive,1eem-Ip5Xrzk13I3Tk3iHGt0Is5lat5kc,,,,,09-053-Gratefully Adjusting In Any Situation (Cross Maidan Mumbai)-SF-dt_09_11_15.mp3,hhrnsm,GM series,5. GM series,fxdwbncb
197,,drive,1gii_nNbpsSkCtt9zqTuZb-9KpTm0HFsP,,,,,09-039-Loving Reciprocation Of Lord Caitanya-SF-dt_09_08_30.mp3,hhrnsm,GM series,5. GM series,juyqfhvk
198,,drive,1LSZl9EnNC0e3RdjwFAk-X9qhG6zutDYr,,,,,09-040-Faith Is The Substance Of Bhakti (Mumbai)-SB_08_03_12-dt_09_09_05.mp3,hhrnsm,GM series,5. GM series,wpomltom
199,,drive,1Mcx3N6X71cGo9DiqLJj0Ob8J3uioDZaz,,,,,09-037-Maya Won't Let Go Untill We Surrender-SB_08_03_05-dt_09_08_29.mp3,hhrnsm,GM series,5. GM series,stzbolzi
200,,drive,1o2ixYcP5AqOc2gU-T8ywNXmABNajYArz,,,,,09-046-Appreciate Devotees Presence In Our Life (Mumbai)-SF-dt_09_09_27.mp3,hhrnsm,GM series,5. GM series,uocxaqhw
201,,drive,1Tt9oj5q-IbvOoKCYHu7OF2LJ2SE5AFvZ,,,,,09-050-Serving The Lord Without Demanding (Mumbai)-SB_08_06_13-dt_09_11_07.mp3,hhrnsm,GM series,5. GM series,gdnzijqg
202,,drive,1ARjGMf4ZSv9da4laU7p0WEy91Amf4Yml,,,,,06.  Life and Teachings of Srila Sanatana das Goswami - I.mp3,hhrnsm,6 Goswamis of VV,6. 6 Goswamis of VV,tswicywp
203,,drive,1m2JK4jjRQxbf_fgPwSARFMGsX7fuDjEp,,,,,07. - Pastimes of Srila Rupa Goswami - II.mp3,hhrnsm,6 Goswamis of VV,6. 6 Goswamis of VV,amlzgfnr
204,,drive,1PkTyLtPfoueFwEMfMIWAZt2fGNGsYEmk,,,,,07.  Life and Teachings of Srila Sanatana das Goswami - II.mp3,hhrnsm,6 Goswamis of VV,6. 6 Goswamis of VV,rcnamjqy
205,,drive,1SLxzx_rJ8qQs-yjJziMfvAqn1x9ewMfX,,,,,00-006-Life of Srila Jiva Goswami (Mumbai)-GS_JG-dt_00_01_09.mp3,hhrnsm,6 Goswamis of VV,6. 6 Goswamis of VV,etuiveat
206,,drive,1T_i27d6gd6hhW65CS2fEo-M03P2EeE3b,,,,,02 - Pastimes of Srila Gopala Bhatt Goswami.mp3,hhrnsm,6 Goswamis of VV,6. 6 Goswamis of VV,hfsiaamc
207,,drive,1t3KxlIQXotwhiCt9Flm5084lMvJ7Tbol,,,,,01. - Pastimes of Srila Raghunath Bhatt Goswami.mp3,hhrnsm,6 Goswamis of VV,6. 6 Goswamis of VV,gzholqgd
208,,drive,1uHtMTQJynn7YSRFxPZ7kp1fdu6pkTIWI,,,,,01 - Pastimes of SrilaRaghunath Das Goswami.mp3,hhrnsm,6 Goswamis of VV,6. 6 Goswamis of VV,syeifkqp
209,,drive,1xyHxySz5JU18DqDKNGUE6Bx4w4F8YFtG,,,,,06. - Pastimes of Srila Rupa Goswami - I.mp3,hhrnsm,6 Goswamis of VV,6. 6 Goswamis of VV,liwhrnjz
210,,drive,1bAJjlYW9KkFnw0Yd13abJFkdLBqtcVj4,,,,,D Glories of Srila Madhavendra Puri - i.mp3,hhrnsm,Other acharyas,7. Other acharyas,szppbijr
211,,drive,1hKjRfxBlBSi2DhSO2tAF4_k1LnGaJudh,,,,,02. Glorification of Jaydev Goswami.mp3,hhrnsm,Other acharyas,7. Other acharyas,tkmwjhks
212,,drive,1hMJx1MmaxfJHfhaFF13t9BgItujSchXo,,,,,07)Glories of Srila Haridas Thakur - I.mp3,hhrnsm,Other acharyas,7. Other acharyas,hufnogrs
213,,drive,1JQ71RAiMY5holfUzul_G1hcecbHE1XFe,,,,,I Narottam Das Thakur - i.mp3,hhrnsm,Other acharyas,7. Other acharyas,fdqzuiwy
214,,drive,1ql5Z12_PXWyp6HIfCy2xPZw8XFW005ba,,,,,G Glories Of Srila Advaita Acarya - ii.mp3,hhrnsm,Other acharyas,7. Other acharyas,viuvfprh
215,,drive,1R_p8Q77RSNa-lFjBK798CWUsPKGVqrzn,,,,,K Viswanath Cakravarty Thakur.mp3,hhrnsm,Other acharyas,7. Other acharyas,vnewbuid
216,,drive,1rEd7TlmdLJMTS8RJH3CG5InNpNDdWeNQ,,,,,J Narottam Das Thakur - ii .mp3,hhrnsm,Other acharyas,7. Other acharyas,zuejehwv
217,,drive,1VCJ6ZQOfNs_DyLLT_43t_3LgVGVhKzMu,,,,,E Glories Of Srila Madhavendra Puri - ii.mp3,hhrnsm,Other acharyas,7. Other acharyas,puulvfpj
218,,drive,1w2UtbYHqBSP32dnDGODwAPc5eztE7lR6,,,,,11)Wonderful Qualities of Raghunandan.mp3,hhrnsm,Other acharyas,7. Other acharyas,cwsheeqx
219,,drive,1x3ysaZ2xy3pSj2TNdmDegJ8LfVYbsjGj,,,,,08)Glories of Srila Haridas Thakur - II.mp3,hhrnsm,Other acharyas,7. Other acharyas,jkvdmrrb
220,,drive,1xaSQ9-53nzmhulmF-8s2XV8p_5IfatVi,,,,,F Glories Of Srila Advaita Acarya - i.mp3,hhrnsm,Other acharyas,7. Other acharyas,ifojaydr
221,,drive,125p6MvSSD3xchomjZk66mn7zhv3bbvwd,,,,,RSP_MayapurVOICE_Does Krishan knows our Future 16-8-07.MP3,nak,Nakul group,1. Nakul group,unkipuoh
222,,drive,184fmBKZ_6BVlBV-ll7bz6qLUHAntIRdi,,,,,(J)    Unity is strength  Part 2.mp3,nak,Nakul group,1. Nakul group,dlelowzj
223,,drive,1FnHHb7A_OKjIJhhsO3Fo23Mxmwwf1lok,,,,,25.RSP_MayapurVOICE_Understanding the nature of God scientifically(SB 1.1.1)_5-7-07.MP3,nak,Nakul group,1. Nakul group,ibnbofrh
224,,drive,1H7Nkuq-uFmjbO2b5URw0ciXyLTrGsxV3,,,,,(H) BG.4.11 Performing the Service Sincerely and Attentively.mp3,nak,Nakul group,1. Nakul group,tgdlxndz
225,,drive,1k_g3dv-6C3_8Mm5B1J8bLVPxTMCCtgt2,,,,,(B)   Saints & Swindlers Part 2.mp3,nak,Nakul group,1. Nakul group,ayrdswrq
226,,drive,1L7IKDEq9_W2On_12YVySacY9F316gtHs,,,,,(G)   Art Of Self confidence Part 1.mp3,nak,Nakul group,1. Nakul group,omzznjpk
227,,drive,1NoHiR9SOtTgaIxjSpAVekARLJW1UcYBy,,,,,(I)    Unity is strength  Part 1.mp3,nak,Nakul group,1. Nakul group,dgttigqx
228,,drive,1oxOeCX6fmJoTL7VGXz505gKdWLy7bkXi,,,,,(H)   Art Of Self confidence Part 2.mp3,nak,Nakul group,1. Nakul group,dhxhojki
229,,drive,1pV1M-iyPmW3INo4fZhLFbZygOXfB3ecG,,,,,(A)   Saints & Swindlers  Part 1.mp3,nak,Nakul group,1. Nakul group,mjyvedow
230,,drive,1Q4hcn5hkUcOx-1S4uanA9bTo_xHRcFrz,,,,,10-05-19_SB 6.1._suffering comes not because of lack of comforts but not pleasing God._HG RSP.wav,nak,Nakul group,1. Nakul group,pbbattdn
231,,drive,1sAm2Gm9ucqsM30U-4vGWgcwt247eI3z7,,,,,08 Glories of Bhakti Siddhanta Saraswati.mp3,nak,Nakul group,1. Nakul group,yaxhvimq
232,,drive,1uhnnSk2K3vm43iR-Dhr63fLp8q-18a4Y,,,,,"01. Sept 9th 92, Greatness of Srila Bhaktivinode Thakur - Mumbai.mp3",nak,Nakul group,1. Nakul group,lzqkjqyz
233,,drive,1z96qrwwoVpBMwulUcF2yGv_zFKANnN0f,,,,,92-100-Greatness Of bhaktivinode Thakur (Mumbai)-VA_BVT-dt_92_09_09.mp3,nak,Nakul group,1. Nakul group,evyhlucr
234,,drive,1ZNWsSQLyJ91O5Lzg7lFxORY_OLzH6TA5,,,,,RSP_KGP_developing faith on shatras by revelant enquiries.mp3,nak,Nakul group,1. Nakul group,rmxxedxd
235,,drive,1zRQ05XWA96xujN_qTmuHsuWCFg7F6Q_3,,,,,05_RSP_GGD_how to overcome pleasure motive 20-1-06.mp3,nak,Nakul group,1. Nakul group,cspusmnv
236,701,mega,tDUQlKoD!5RCkDelMakjGBy-xITPFRFu3xWGhV0d14nAsq5Iot8Q,3,1,10,SB 3.1.10,SB 3.1.10 Sage Advice For Human Society 21May1973_at_DAL,sp,3rd canto,1. 3rd canto,nkllzsrx
237,702,mega,8CllmbSK!vhZJWH_bL7zgcWKXt7E5fp7LQFAPbJAI6oNBm9n5eS0,3,12,18,SB 3.12.18,SB 3.12.18 Stay Under Krishna's Protection 27Oct1975_at_NAI,sp,3rd canto,1. 3rd canto,rkigrvcy
238,703,mega,wb0RlbTJ!-NnIJDyJpXMPlwvp5gHkfh9vSfZhma6Y46Oai1jNhdo,3,12,19,SB 3.12.19,SB 3.12.19 Entering Krishna's Family 3Mar1975_at_DAL,sp,3rd canto,1. 3rd canto,ujgihojg
239,704,mega,QDkinabQ!ao5N1gF8ILj2zmujotIR1jNmvFgA-XYL4uqCk92dFn4,3,25,1,SB 3.25.1,"SB 3.25.01 Fire Is Fire, Gold Is Gold, --etc 1Nov1974_at_BOM",sp,3rd canto,1. 3rd canto,ykmnugjh
240,705,mega,BXElhayJ!VfzAn1nOcTiXFS4f8qe99hW7_KCoMv6Fk5oXsQWwAuM,3,25,2,SB 3.25.2,"SB 3.25.02 Eat, Drink, Be Merry--(For --etc 2Nov1974_at_BOM",sp,3rd canto,1. 3rd canto,aukbuvru
241,706,mega,wLkCnLTZ!ajMARAc_yusUpc5Tm64qovvYXqKTXZLebaTaUWOfnSY,3,25,3,SB 3.25.3,SB 3.25.03 Krishna Has Everything 3Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,scyfolkn
242,707,mega,xHNVyIJC!7yJWRncAj0sBqIX8Rbm7dTuIAUJGUrr-Pdca_bfrsFw,3,25,4,SB 3.25.4,SB 3.25.04 Approach a Proper Guru 4Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,sbjytgzw
243,708,mega,ga9k2QQT!MX5wMmkQCtqG1kLYhRRXz9RYJfk0VtrU3PR3qpkm74w,3,25,5,SB 3.25.5,SB 3.25.05 An 'Independent' Woman --etc 5Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,bdmzkddd
244,709,mega,ZW8xQDTR!msewDbI28u-kzUxznrZI48ad1GhfRI5S5sT4YIiFIZk,3,25,7,SB 3.25.7,SB 3.25.07 Sensual Darkness-Spiritual --etc 7Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,gowcfdjk
245,710,mega,FTNiyZ4K!ms_rnsXIp7Zmxtp29oP4NoaY3ynHh19D8XIRFHv7je4,3,25,8,SB 3.25.8,SB 3.25.08 This World Is Darkness 8Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,hduibbud
246,711,mega,5aFHGLIZ!MEdaj9LCffnbzlwO-8_0R9lJg1-YKYycYhWhrHHYLGA,3,25,9,SB 3.25.9,SB 3.25.09 'Advanced' Equals Ass 9Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,wmupiepi
247,712,mega,YK8WTbLZ!Ea_S5c6QVIj_B0do1SGmQxQWAXRD27AYfRoxWXGeZiY,3,25,10,SB 3.25.10,SB 3.25.10 Get Free from Attachments 10Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,jehdwisi
248,713,mega,gfFFxQiT!VbW8gJLH0-q5p7yHUbH4ajpGKe0syI8EqV--pagd4kI,3,25,11,SB 3.25.11,SB 3.25.11 Even Expert Swimmers Struggle 11Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,rrzpckjl
249,714,mega,9GsB1SLC!onSFlMHGh2DgpU8RKZRabW6R44b506i5rM22ug2EbKY,3,25,12,SB 3.25.12,SB 3.25.12 Village Talk-Vaikuntha Talk 12Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,rpacojiz
250,715,mega,RCEUlJgL!MqtAJFOF76HVilAtgkQWQjUYBdmJg0yYC31osCsl7e0,3,25,13,SB 3.25.13,SB 3.25.13 Above Happiness and Distress 13Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,rtojwher
251,716,mega,AGdQWTxC!PkmkH6vmJOVM1-9j6RumXQFLNMuyi1_HQJdfKCHk-eI,3,25,14,SB 3.25.14,SB 3.25.14 Relief from the Poison-Fire 14Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,bnyimluu
252,717,mega,oGdFQRQT!vO78fYBJKCsZhqRGCb0rxPEO5XBfzAFJX4DDg79HXg0,3,25,15,SB 3.25.15,SB 3.25.15 Conditioned or Krishnized 15Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,yvrdzzhq
253,718,mega,oOURkSRb!rsM9P75LGf5DD7LbZ0sSL9yBclZ761c2T6RZZVIKP_w,3,25,16,SB 3.25.16,SB 3.25.16 Mind Is Covered by Dirty Things 16Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,hvlbsmte
254,719,mega,gClmUbQD!yYxyXr4bgGsqI7E6PQYJGu3rf3AWZtRBoYQtSf84Ya4,3,25,17,SB 3.25.17,SB 3.25.17 Seeing the Real Person 17Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,ghvqutem
255,720,mega,FKcQCTLb!0tfnGTQQPpVbqcNdjcs7rhEO93UYoYgFFPA6CqFcShs,3,25,18,SB 3.25.18,SB 3.25.18 Nobody's Servant but Krishna's 18Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,qnsaktyz
256,721,mega,1WcwVQZS!MvI5FUhmLVMFLO_HMN1mYRhHbR60o2wBcRE5ATLQfOk,3,25,19,SB 3.25.19,SB 3.25.19 One Kind of Devotion Will Do 19Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,sgdtkbre
257,722,mega,ZKlWCIjT!Zcdm4D6_dtBdQmDLgyXmwCU7X5LZ0ulnz9zAc2KIf-c,3,25,20,SB 3.25.20,SB 3.25.20 How to Get Rid of This Body 20Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,ivvmdovl
258,723,mega,5St32S4a!6Aj6t0SAzl_iWnCoHqElGb9q-pZRPRabR0S9cNfd_Sc,3,25,21,SB 3.25.21,SB 3.25.21 The Sadhu's Symptoms 21Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,piyptqfv
259,724,mega,JeU1nYBT!zJtUTMe_260zc8YJOMz8CSuvMjzvKo7lmi79rYY6g2s,3,25,22,SB 3.25.22,SB 3.25.22 The Only Rescue 22Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,crpojyvw
260,725,mega,wCklCISJ!2_5gXuB-YOezxmv7mx-eaNlGWtpAJHl1nI71THI02P0,3,25,23,SB 3.25.23,SB 3.25.23 Devotees Don't Feel Suffering 23Nov1974_at_BOM,sp,3rd canto,1. 3rd canto,gijvhsvw
